GEOID,NAME,variable,estimate,moe
34017,"Hudson County, New Jersey",B19013I_001,55420,1786
34019,"Hunterdon County, New Jersey",B19013_001,123373,3378
34019,"Hunterdon County, New Jersey",B19013A_001,123081,3312
34019,"Hunterdon County, New Jersey",B19013B_001,79554,43067
34019,"Hunterdon County, New Jersey",B19013C_001,73669,61876
34019,"Hunterdon County, New Jersey",B19013D_001,150179,28827
34019,"Hunterdon County, New Jersey",B19013E_001,NA,NA
34019,"Hunterdon County, New Jersey",B19013F_001,116250,26572
34019,"Hunterdon County, New Jersey",B19013G_001,136250,32163
34019,"Hunterdon County, New Jersey",B19013H_001,123808,3593
34019,"Hunterdon County, New Jersey",B19013I_001,111183,13112
34021,"Mercer County, New Jersey",B19013_001,85687,2147
34021,"Mercer County, New Jersey",B19013A_001,94207,2698
34021,"Mercer County, New Jersey",B19013B_001,51405,4979
34021,"Mercer County, New Jersey",B19013C_001,NA,NA
34021,"Mercer County, New Jersey",B19013D_001,165783,6885
34021,"Mercer County, New Jersey",B19013E_001,NA,NA
34021,"Mercer County, New Jersey",B19013F_001,59985,6621
34021,"Mercer County, New Jersey",B19013G_001,78056,13231
34021,"Mercer County, New Jersey",B19013H_001,101168,4485
34021,"Mercer County, New Jersey",B19013I_001,62244,5540
34023,"Middlesex County, New Jersey",B19013_001,96883,1525
34023,"Middlesex County, New Jersey",B19013A_001,89620,1660
34023,"Middlesex County, New Jersey",B19013B_001,82561,4555
34023,"Middlesex County, New Jersey",B19013C_001,93204,17702
34023,"Middlesex County, New Jersey",B19013D_001,139071,3802
34023,"Middlesex County, New Jersey",B19013E_001,NA,NA
34023,"Middlesex County, New Jersey",B19013F_001,68598,7903
34023,"Middlesex County, New Jersey",B19013G_001,86540,5721
34023,"Middlesex County, New Jersey",B19013H_001,95162,1811
34023,"Middlesex County, New Jersey",B19013I_001,69413,4428
34025,"Monmouth County, New Jersey",B19013_001,110356,2070
34025,"Monmouth County, New Jersey",B19013A_001,114058,2043
34025,"Monmouth County, New Jersey",B19013B_001,62669,4418
34025,"Monmouth County, New Jersey",B19013C_001,95083,21907
34025,"Monmouth County, New Jersey",B19013D_001,158685,13500
34025,"Monmouth County, New Jersey",B19013E_001,NA,NA
34025,"Monmouth County, New Jersey",B19013F_001,61940,7803
34025,"Monmouth County, New Jersey",B19013G_001,114830,15718
34025,"Monmouth County, New Jersey",B19013H_001,115486,2310
34025,"Monmouth County, New Jersey",B19013I_001,80906,7333
34027,"Morris County, New Jersey",B19013_001,123727,2708
34027,"Morris County, New Jersey",B19013A_001,125164,2975
34027,"Morris County, New Jersey",B19013B_001,89021,15110
34027,"Morris County, New Jersey",B19013C_001,84395,48567
34027,"Morris County, New Jersey",B19013D_001,154113,7891
34027,"Morris County, New Jersey",B19013E_001,NA,NA
34027,"Morris County, New Jersey",B19013F_001,80062,8635
34027,"Morris County, New Jersey",B19013G_001,100050,15737
34027,"Morris County, New Jersey",B19013H_001,129211,2374
34027,"Morris County, New Jersey",B19013I_001,87388,6896
34029,"Ocean County, New Jersey",B19013_001,76644,1204
34029,"Ocean County, New Jersey",B19013A_001,77188,1438
34029,"Ocean County, New Jersey",B19013B_001,59720,9543
34029,"Ocean County, New Jersey",B19013C_001,NA,NA
34029,"Ocean County, New Jersey",B19013D_001,92662,15584
34029,"Ocean County, New Jersey",B19013E_001,NA,NA
34029,"Ocean County, New Jersey",B19013F_001,66155,10288
34029,"Ocean County, New Jersey",B19013G_001,73309,8959
34029,"Ocean County, New Jersey",B19013H_001,77352,1562
34029,"Ocean County, New Jersey",B19013I_001,72253,5302
34031,"Passaic County, New Jersey",B19013_001,78386,1861
34031,"Passaic County, New Jersey",B19013A_001,92196,2637
34031,"Passaic County, New Jersey",B19013B_001,52282,3757
34031,"Passaic County, New Jersey",B19013C_001,59375,16769
34031,"Passaic County, New Jersey",B19013D_001,100571,8612
34031,"Passaic County, New Jersey",B19013E_001,NA,NA
34031,"Passaic County, New Jersey",B19013F_001,58156,3866
34031,"Passaic County, New Jersey",B19013G_001,53579,6682
34031,"Passaic County, New Jersey",B19013H_001,102078,2245
34031,"Passaic County, New Jersey",B19013I_001,57693,2004
34033,"Salem County, New Jersey",B19013_001,67898,3311
34033,"Salem County, New Jersey",B19013A_001,77143,3930
34033,"Salem County, New Jersey",B19013B_001,37171,6132
34033,"Salem County, New Jersey",B19013C_001,NA,NA
34033,"Salem County, New Jersey",B19013D_001,80787,18733
34033,"Salem County, New Jersey",B19013E_001,NA,NA
34033,"Salem County, New Jersey",B19013F_001,33350,33240
34033,"Salem County, New Jersey",B19013G_001,76000,38983
34033,"Salem County, New Jersey",B19013H_001,80115,4589
34033,"Salem County, New Jersey",B19013I_001,40355,7071
34035,"Somerset County, New Jersey",B19013_001,121695,3494
34035,"Somerset County, New Jersey",B19013A_001,122391,3918
34035,"Somerset County, New Jersey",B19013B_001,91938,4065
34035,"Somerset County, New Jersey",B19013C_001,NA,NA
34035,"Somerset County, New Jersey",B19013D_001,178066,7567
34035,"Somerset County, New Jersey",B19013E_001,NA,NA
34035,"Somerset County, New Jersey",B19013F_001,69783,8147
34035,"Somerset County, New Jersey",B19013G_001,98827,6769
34035,"Somerset County, New Jersey",B19013H_001,127313,3703
34035,"Somerset County, New Jersey",B19013I_001,78647,4513
34037,"Sussex County, New Jersey",B19013_001,101645,2311
34037,"Sussex County, New Jersey",B19013A_001,101145,2258
34037,"Sussex County, New Jersey",B19013B_001,123801,39059
34037,"Sussex County, New Jersey",B19013C_001,NA,NA
34037,"Sussex County, New Jersey",B19013D_001,116875,31660
34037,"Sussex County, New Jersey",B19013E_001,NA,NA
34037,"Sussex County, New Jersey",B19013F_001,85476,28193
34037,"Sussex County, New Jersey",B19013G_001,105645,10260
34037,"Sussex County, New Jersey",B19013H_001,101321,2320
34037,"Sussex County, New Jersey",B19013I_001,92204,8954
34039,"Union County, New Jersey",B19013_001,87369,1747
34039,"Union County, New Jersey",B19013A_001,107252,2482
34039,"Union County, New Jersey",B19013B_001,71222,3179
34039,"Union County, New Jersey",B19013C_001,74375,72059
34039,"Union County, New Jersey",B19013D_001,143220,8248
34039,"Union County, New Jersey",B19013E_001,NA,NA
34039,"Union County, New Jersey",B19013F_001,61547,3261
34039,"Union County, New Jersey",B19013G_001,82031,10025
34039,"Union County, New Jersey",B19013H_001,117215,3669
34039,"Union County, New Jersey",B19013I_001,65770,2902
34041,"Warren County, New Jersey",B19013_001,85163,2586
34041,"Warren County, New Jersey",B19013A_001,86723,2320
34041,"Warren County, New Jersey",B19013B_001,81000,21044
34041,"Warren County, New Jersey",B19013C_001,76513,21654
34041,"Warren County, New Jersey",B19013D_001,81615,11985
34041,"Warren County, New Jersey",B19013E_001,NA,NA
34041,"Warren County, New Jersey",B19013F_001,62978,24121
34041,"Warren County, New Jersey",B19013G_001,92551,21826
34041,"Warren County, New Jersey",B19013H_001,86514,2343
34041,"Warren County, New Jersey",B19013I_001,75039,7449
35001,"Bernalillo County, New Mexico",B19013_001,56920,979
35001,"Bernalillo County, New Mexico",B19013A_001,61218,1233
35001,"Bernalillo County, New Mexico",B19013B_001,45165,5341
35001,"Bernalillo County, New Mexico",B19013C_001,46447,4082
35001,"Bernalillo County, New Mexico",B19013D_001,68616,7453
35001,"Bernalillo County, New Mexico",B19013E_001,NA,NA
35001,"Bernalillo County, New Mexico",B19013F_001,40504,3888
35001,"Bernalillo County, New Mexico",B19013G_001,52599,3104
35001,"Bernalillo County, New Mexico",B19013H_001,66447,1563
35001,"Bernalillo County, New Mexico",B19013I_001,49657,1202
35003,"Catron County, New Mexico",B19013_001,37623,9464
35003,"Catron County, New Mexico",B19013A_001,38309,9914
35003,"Catron County, New Mexico",B19013B_001,NA,NA
35003,"Catron County, New Mexico",B19013C_001,NA,NA
35003,"Catron County, New Mexico",B19013D_001,NA,NA
35003,"Catron County, New Mexico",B19013E_001,NA,NA
35003,"Catron County, New Mexico",B19013F_001,67961,56718
35003,"Catron County, New Mexico",B19013G_001,NA,NA
35003,"Catron County, New Mexico",B19013H_001,38531,10668
35003,"Catron County, New Mexico",B19013I_001,NA,NA
35005,"Chaves County, New Mexico",B19013_001,47620,3276
35005,"Chaves County, New Mexico",B19013A_001,50004,4002
35005,"Chaves County, New Mexico",B19013B_001,NA,NA
35005,"Chaves County, New Mexico",B19013C_001,NA,NA
35005,"Chaves County, New Mexico",B19013D_001,NA,NA
35005,"Chaves County, New Mexico",B19013E_001,NA,NA
35005,"Chaves County, New Mexico",B19013F_001,43348,8375
35005,"Chaves County, New Mexico",B19013G_001,31375,17156
35005,"Chaves County, New Mexico",B19013H_001,56159,3870
35005,"Chaves County, New Mexico",B19013I_001,43886,3351
35006,"Cibola County, New Mexico",B19013_001,47300,9399
35006,"Cibola County, New Mexico",B19013A_001,52403,9506
35006,"Cibola County, New Mexico",B19013B_001,78420,554
35006,"Cibola County, New Mexico",B19013C_001,38980,4013
35006,"Cibola County, New Mexico",B19013D_001,NA,NA
35006,"Cibola County, New Mexico",B19013E_001,NA,NA
35006,"Cibola County, New Mexico",B19013F_001,NA,NA
35006,"Cibola County, New Mexico",B19013G_001,76354,76172
35006,"Cibola County, New Mexico",B19013H_001,57748,5213
35006,"Cibola County, New Mexico",B19013I_001,36023,18341
35007,"Colfax County, New Mexico",B19013_001,39483,3706
35007,"Colfax County, New Mexico",B19013A_001,44430,4305
35007,"Colfax County, New Mexico",B19013B_001,9046,6420
35007,"Colfax County, New Mexico",B19013C_001,29643,20586
35007,"Colfax County, New Mexico",B19013D_001,NA,NA
35007,"Colfax County, New Mexico",B19013E_001,NA,NA
35007,"Colfax County, New Mexico",B19013F_001,36938,6365
35007,"Colfax County, New Mexico",B19013G_001,26241,2651
35007,"Colfax County, New Mexico",B19013H_001,52750,8307
35007,"Colfax County, New Mexico",B19013I_001,33702,4670
35009,"Curry County, New Mexico",B19013_001,51199,3386
35009,"Curry County, New Mexico",B19013A_001,53465,4474
35009,"Curry County, New Mexico",B19013B_001,44149,16718
35009,"Curry County, New Mexico",B19013C_001,62434,6945
35009,"Curry County, New Mexico",B19013D_001,NA,NA
35009,"Curry County, New Mexico",B19013E_001,NA,NA
35009,"Curry County, New Mexico",B19013F_001,38497,6986
35009,"Curry County, New Mexico",B19013G_001,50476,36477
35009,"Curry County, New Mexico",B19013H_001,57626,4778
35009,"Curry County, New Mexico",B19013I_001,42966,5148
35011,"De Baca County, New Mexico",B19013_001,32750,15191
35011,"De Baca County, New Mexico",B19013A_001,33043,11955
35011,"De Baca County, New Mexico",B19013B_001,NA,NA
35011,"De Baca County, New Mexico",B19013C_001,NA,NA
35011,"De Baca County, New Mexico",B19013D_001,NA,NA
35011,"De Baca County, New Mexico",B19013E_001,NA,NA
35011,"De Baca County, New Mexico",B19013F_001,NA,NA
35011,"De Baca County, New Mexico",B19013G_001,NA,NA
35011,"De Baca County, New Mexico",B19013H_001,33804,10107
35011,"De Baca County, New Mexico",B19013I_001,NA,NA
35013,"Doña Ana County, New Mexico",B19013_001,47151,2190
35013,"Doña Ana County, New Mexico",B19013A_001,49233,2147
35013,"Doña Ana County, New Mexico",B19013B_001,40875,20172
35013,"Doña Ana County, New Mexico",B19013C_001,29107,11667
35013,"Doña Ana County, New Mexico",B19013D_001,58966,17429
35013,"Doña Ana County, New Mexico",B19013E_001,NA,NA
35013,"Doña Ana County, New Mexico",B19013F_001,36369,4981
35013,"Doña Ana County, New Mexico",B19013G_001,49183,5436
35013,"Doña Ana County, New Mexico",B19013H_001,62617,4705
35013,"Doña Ana County, New Mexico",B19013I_001,40199,2929
35015,"Eddy County, New Mexico",B19013_001,67759,4458
35015,"Eddy County, New Mexico",B19013A_001,67977,4574
35015,"Eddy County, New Mexico",B19013B_001,52955,30381
35015,"Eddy County, New Mexico",B19013C_001,77143,39849
35015,"Eddy County, New Mexico",B19013D_001,129038,31501
35015,"Eddy County, New Mexico",B19013E_001,NA,NA
35015,"Eddy County, New Mexico",B19013F_001,54986,17672
35015,"Eddy County, New Mexico",B19013G_001,70272,16408
35015,"Eddy County, New Mexico",B19013H_001,74811,8595
35015,"Eddy County, New Mexico",B19013I_001,57481,9572
35017,"Grant County, New Mexico",B19013_001,39429,3663
35017,"Grant County, New Mexico",B19013A_001,40516,3749
35017,"Grant County, New Mexico",B19013B_001,34659,21318
35017,"Grant County, New Mexico",B19013C_001,2499,NA
35017,"Grant County, New Mexico",B19013D_001,NA,NA
35017,"Grant County, New Mexico",B19013E_001,NA,NA
35017,"Grant County, New Mexico",B19013F_001,50281,46868
35017,"Grant County, New Mexico",B19013G_001,37220,15926
35017,"Grant County, New Mexico",B19013H_001,42346,5080
35017,"Grant County, New Mexico",B19013I_001,38019,5440
35019,"Guadalupe County, New Mexico",B19013_001,35409,3251
35019,"Guadalupe County, New Mexico",B19013A_001,35882,3727
35019,"Guadalupe County, New Mexico",B19013B_001,NA,NA
35019,"Guadalupe County, New Mexico",B19013C_001,NA,NA
35019,"Guadalupe County, New Mexico",B19013D_001,NA,NA
35019,"Guadalupe County, New Mexico",B19013E_001,NA,NA
35019,"Guadalupe County, New Mexico",B19013F_001,19139,1326
35019,"Guadalupe County, New Mexico",B19013G_001,NA,NA
35019,"Guadalupe County, New Mexico",B19013H_001,36431,1265
35019,"Guadalupe County, New Mexico",B19013I_001,33059,7530
35021,"Harding County, New Mexico",B19013_001,35900,5875
35021,"Harding County, New Mexico",B19013A_001,34500,12344
35021,"Harding County, New Mexico",B19013B_001,NA,NA
35021,"Harding County, New Mexico",B19013C_001,NA,NA
35021,"Harding County, New Mexico",B19013D_001,NA,NA
35021,"Harding County, New Mexico",B19013E_001,NA,NA
35021,"Harding County, New Mexico",B19013F_001,NA,NA
35021,"Harding County, New Mexico",B19013G_001,31667,9766
35021,"Harding County, New Mexico",B19013H_001,38750,13131
35021,"Harding County, New Mexico",B19013I_001,32083,8913
35023,"Hidalgo County, New Mexico",B19013_001,46097,5626
35023,"Hidalgo County, New Mexico",B19013A_001,47167,8107
35023,"Hidalgo County, New Mexico",B19013B_001,NA,NA
35023,"Hidalgo County, New Mexico",B19013C_001,NA,NA
35023,"Hidalgo County, New Mexico",B19013D_001,NA,NA
35023,"Hidalgo County, New Mexico",B19013E_001,NA,NA
35023,"Hidalgo County, New Mexico",B19013F_001,48261,8712
35023,"Hidalgo County, New Mexico",B19013G_001,34868,28082
35023,"Hidalgo County, New Mexico",B19013H_001,59722,6231
35023,"Hidalgo County, New Mexico",B19013I_001,37083,5373
35025,"Lea County, New Mexico",B19013_001,62319,3771
35025,"Lea County, New Mexico",B19013A_001,63781,3898
35025,"Lea County, New Mexico",B19013B_001,42100,30642
35025,"Lea County, New Mexico",B19013C_001,59947,21567
35025,"Lea County, New Mexico",B19013D_001,114167,18712
35025,"Lea County, New Mexico",B19013E_001,NA,NA
35025,"Lea County, New Mexico",B19013F_001,63277,9864
35025,"Lea County, New Mexico",B19013G_001,52212,30508
35025,"Lea County, New Mexico",B19013H_001,68656,4534
35025,"Lea County, New Mexico",B19013I_001,58630,5575
35027,"Lincoln County, New Mexico",B19013_001,47247,3541
35027,"Lincoln County, New Mexico",B19013A_001,48915,5512
35027,"Lincoln County, New Mexico",B19013B_001,18144,10631
35027,"Lincoln County, New Mexico",B19013C_001,133245,34734
35027,"Lincoln County, New Mexico",B19013D_001,NA,NA
35027,"Lincoln County, New Mexico",B19013E_001,NA,NA
35027,"Lincoln County, New Mexico",B19013F_001,NA,NA
35027,"Lincoln County, New Mexico",B19013G_001,25242,13577
35027,"Lincoln County, New Mexico",B19013H_001,53202,6831
35027,"Lincoln County, New Mexico",B19013I_001,32321,10799
35028,"Los Alamos County, New Mexico",B19013_001,123677,6431
35028,"Los Alamos County, New Mexico",B19013A_001,131563,6406
35028,"Los Alamos County, New Mexico",B19013B_001,NA,NA
35028,"Los Alamos County, New Mexico",B19013C_001,133125,36568
35028,"Los Alamos County, New Mexico",B19013D_001,105833,22809
35028,"Los Alamos County, New Mexico",B19013E_001,NA,NA
35028,"Los Alamos County, New Mexico",B19013F_001,75515,32002
35028,"Los Alamos County, New Mexico",B19013G_001,117844,22555
35028,"Los Alamos County, New Mexico",B19013H_001,132855,6051
35028,"Los Alamos County, New Mexico",B19013I_001,102583,19023
35029,"Luna County, New Mexico",B19013_001,33914,3606
35029,"Luna County, New Mexico",B19013A_001,35197,5500
35029,"Luna County, New Mexico",B19013B_001,NA,NA
35029,"Luna County, New Mexico",B19013C_001,43271,10293
35029,"Luna County, New Mexico",B19013D_001,NA,NA
35029,"Luna County, New Mexico",B19013E_001,NA,NA
35029,"Luna County, New Mexico",B19013F_001,46330,2456
35029,"Luna County, New Mexico",B19013G_001,19096,6497
35029,"Luna County, New Mexico",B19013H_001,41946,6463
35029,"Luna County, New Mexico",B19013I_001,30229,3620
35031,"McKinley County, New Mexico",B19013_001,40262,2816
35031,"McKinley County, New Mexico",B19013A_001,59961,10028
35031,"McKinley County, New Mexico",B19013B_001,55733,2478
35031,"McKinley County, New Mexico",B19013C_001,34110,2964
35031,"McKinley County, New Mexico",B19013D_001,91955,1292
35031,"McKinley County, New Mexico",B19013E_001,110670,69786
35031,"McKinley County, New Mexico",B19013F_001,50352,18256
35031,"McKinley County, New Mexico",B19013G_001,70736,25643
35031,"McKinley County, New Mexico",B19013H_001,65483,9016
35031,"McKinley County, New Mexico",B19013I_001,51335,12621
35033,"Mora County, New Mexico",B19013_001,37549,15884
35033,"Mora County, New Mexico",B19013A_001,52843,27326
35033,"Mora County, New Mexico",B19013B_001,NA,NA
35033,"Mora County, New Mexico",B19013C_001,NA,NA
35033,"Mora County, New Mexico",B19013D_001,NA,NA
35033,"Mora County, New Mexico",B19013E_001,NA,NA
35033,"Mora County, New Mexico",B19013F_001,23315,9135
35033,"Mora County, New Mexico",B19013G_001,46397,766
35033,"Mora County, New Mexico",B19013H_001,62813,19777
35033,"Mora County, New Mexico",B19013I_001,30551,9945
35035,"Otero County, New Mexico",B19013_001,46949,2707
35035,"Otero County, New Mexico",B19013A_001,48085,2767
35035,"Otero County, New Mexico",B19013B_001,42926,12269
35035,"Otero County, New Mexico",B19013C_001,33676,7232
35035,"Otero County, New Mexico",B19013D_001,54200,21391
35035,"Otero County, New Mexico",B19013E_001,NA,NA
35035,"Otero County, New Mexico",B19013F_001,32264,8658
35035,"Otero County, New Mexico",B19013G_001,51970,22184
35035,"Otero County, New Mexico",B19013H_001,53042,5915
35035,"Otero County, New Mexico",B19013I_001,39015,5297
35037,"Quay County, New Mexico",B19013_001,33067,4633
35037,"Quay County, New Mexico",B19013A_001,33765,4313
35037,"Quay County, New Mexico",B19013B_001,64205,11364
35037,"Quay County, New Mexico",B19013C_001,NA,NA
35037,"Quay County, New Mexico",B19013D_001,NA,NA
35037,"Quay County, New Mexico",B19013E_001,NA,NA
35037,"Quay County, New Mexico",B19013F_001,20792,18512
35037,"Quay County, New Mexico",B19013G_001,25833,18106
35037,"Quay County, New Mexico",B19013H_001,34242,3776
35037,"Quay County, New Mexico",B19013I_001,31727,13553
35039,"Rio Arriba County, New Mexico",B19013_001,46994,3543
35039,"Rio Arriba County, New Mexico",B19013A_001,45932,6258
35039,"Rio Arriba County, New Mexico",B19013B_001,47000,13880
35039,"Rio Arriba County, New Mexico",B19013C_001,47379,7103
35039,"Rio Arriba County, New Mexico",B19013D_001,56667,28674
35039,"Rio Arriba County, New Mexico",B19013E_001,NA,NA
35039,"Rio Arriba County, New Mexico",B19013F_001,45263,6713
35039,"Rio Arriba County, New Mexico",B19013G_001,49155,19036
35039,"Rio Arriba County, New Mexico",B19013H_001,53646,16182
35039,"Rio Arriba County, New Mexico",B19013I_001,46316,4030
35041,"Roosevelt County, New Mexico",B19013_001,47897,5495
35041,"Roosevelt County, New Mexico",B19013A_001,48987,6539
35041,"Roosevelt County, New Mexico",B19013B_001,NA,NA
35041,"Roosevelt County, New Mexico",B19013C_001,NA,NA
35041,"Roosevelt County, New Mexico",B19013D_001,NA,NA
35041,"Roosevelt County, New Mexico",B19013E_001,NA,NA
35041,"Roosevelt County, New Mexico",B19013F_001,44814,18664
35041,"Roosevelt County, New Mexico",B19013G_001,39583,20493
35041,"Roosevelt County, New Mexico",B19013H_001,46590,5432
35041,"Roosevelt County, New Mexico",B19013I_001,56598,16371
35043,"Sandoval County, New Mexico",B19013_001,68947,2071
35043,"Sandoval County, New Mexico",B19013A_001,72738,3421
35043,"Sandoval County, New Mexico",B19013B_001,57667,11303
35043,"Sandoval County, New Mexico",B19013C_001,44501,3657
35043,"Sandoval County, New Mexico",B19013D_001,64625,34658
35043,"Sandoval County, New Mexico",B19013E_001,181713,25254
35043,"Sandoval County, New Mexico",B19013F_001,61642,17499
35043,"Sandoval County, New Mexico",B19013G_001,64861,11986
35043,"Sandoval County, New Mexico",B19013H_001,74640,3718
35043,"Sandoval County, New Mexico",B19013I_001,64973,6373
35045,"San Juan County, New Mexico",B19013_001,47485,2423
35045,"San Juan County, New Mexico",B19013A_001,57664,2381
35045,"San Juan County, New Mexico",B19013B_001,35938,8932
35045,"San Juan County, New Mexico",B19013C_001,35920,2946
35045,"San Juan County, New Mexico",B19013D_001,51510,9397
35045,"San Juan County, New Mexico",B19013E_001,NA,NA
35045,"San Juan County, New Mexico",B19013F_001,37170,5570
35045,"San Juan County, New Mexico",B19013G_001,48509,10200
35045,"San Juan County, New Mexico",B19013H_001,58496,2535
35045,"San Juan County, New Mexico",B19013I_001,42515,6371
35047,"San Miguel County, New Mexico",B19013_001,36492,4054
35047,"San Miguel County, New Mexico",B19013A_001,39083,6310
35047,"San Miguel County, New Mexico",B19013B_001,108036,105344
35047,"San Miguel County, New Mexico",B19013C_001,41336,12726
35047,"San Miguel County, New Mexico",B19013D_001,NA,NA
35047,"San Miguel County, New Mexico",B19013E_001,NA,NA
35047,"San Miguel County, New Mexico",B19013F_001,32818,6091
35047,"San Miguel County, New Mexico",B19013G_001,37358,14972
35047,"San Miguel County, New Mexico",B19013H_001,46234,7045
35047,"San Miguel County, New Mexico",B19013I_001,33432,2749
35049,"Santa Fe County, New Mexico",B19013_001,64423,2450
35049,"Santa Fe County, New Mexico",B19013A_001,66905,2260
35049,"Santa Fe County, New Mexico",B19013B_001,53500,33495
35049,"Santa Fe County, New Mexico",B19013C_001,52188,11679
35049,"Santa Fe County, New Mexico",B19013D_001,77723,12602
35049,"Santa Fe County, New Mexico",B19013E_001,65901,20169
35049,"Santa Fe County, New Mexico",B19013F_001,53664,5853
35049,"Santa Fe County, New Mexico",B19013G_001,54685,8068
35049,"Santa Fe County, New Mexico",B19013H_001,73823,2809
35049,"Santa Fe County, New Mexico",B19013I_001,54692,2471
35051,"Sierra County, New Mexico",B19013_001,35939,4871
35051,"Sierra County, New Mexico",B19013A_001,35417,4644
35051,"Sierra County, New Mexico",B19013B_001,NA,NA
35051,"Sierra County, New Mexico",B19013C_001,25250,20951
35051,"Sierra County, New Mexico",B19013D_001,NA,NA
35051,"Sierra County, New Mexico",B19013E_001,NA,NA
35051,"Sierra County, New Mexico",B19013F_001,21065,14461
35051,"Sierra County, New Mexico",B19013G_001,58510,14189
35051,"Sierra County, New Mexico",B19013H_001,33400,4827
35051,"Sierra County, New Mexico",B19013I_001,46283,17529
35053,"Socorro County, New Mexico",B19013_001,38242,5610
35053,"Socorro County, New Mexico",B19013A_001,42826,7686
35053,"Socorro County, New Mexico",B19013B_001,NA,NA
35053,"Socorro County, New Mexico",B19013C_001,23346,6702
35053,"Socorro County, New Mexico",B19013D_001,150409,139378
35053,"Socorro County, New Mexico",B19013E_001,NA,NA
35053,"Socorro County, New Mexico",B19013F_001,31458,30034
35053,"Socorro County, New Mexico",B19013G_001,NA,NA
35053,"Socorro County, New Mexico",B19013H_001,49018,14599
35053,"Socorro County, New Mexico",B19013I_001,36285,10545
35055,"Taos County, New Mexico",B19013_001,49481,6351
35055,"Taos County, New Mexico",B19013A_001,47033,6426
35055,"Taos County, New Mexico",B19013B_001,NA,NA
35055,"Taos County, New Mexico",B19013C_001,37100,4326
35055,"Taos County, New Mexico",B19013D_001,52188,45515
35055,"Taos County, New Mexico",B19013E_001,NA,NA
35055,"Taos County, New Mexico",B19013F_001,62995,21570
35055,"Taos County, New Mexico",B19013G_001,53000,33980
35055,"Taos County, New Mexico",B19013H_001,46880,6493
35055,"Taos County, New Mexico",B19013I_001,53226,7881
35057,"Torrance County, New Mexico",B19013_001,44819,7187
35057,"Torrance County, New Mexico",B19013A_001,43855,6349
35057,"Torrance County, New Mexico",B19013B_001,NA,NA
35057,"Torrance County, New Mexico",B19013C_001,NA,NA
35057,"Torrance County, New Mexico",B19013D_001,NA,NA
35057,"Torrance County, New Mexico",B19013E_001,NA,NA
35057,"Torrance County, New Mexico",B19013F_001,38861,20840
35057,"Torrance County, New Mexico",B19013G_001,54666,32377
35057,"Torrance County, New Mexico",B19013H_001,46125,7605
35057,"Torrance County, New Mexico",B19013I_001,43320,14407
35059,"Union County, New Mexico",B19013_001,37443,8257
35059,"Union County, New Mexico",B19013A_001,40912,9998
35059,"Union County, New Mexico",B19013B_001,NA,NA
35059,"Union County, New Mexico",B19013C_001,25329,14587
35059,"Union County, New Mexico",B19013D_001,NA,NA
35059,"Union County, New Mexico",B19013E_001,NA,NA
35059,"Union County, New Mexico",B19013F_001,80192,40040
35059,"Union County, New Mexico",B19013G_001,NA,NA
35059,"Union County, New Mexico",B19013H_001,50391,19389
35059,"Union County, New Mexico",B19013I_001,25469,16619
35061,"Valencia County, New Mexico",B19013_001,53752,2255
35061,"Valencia County, New Mexico",B19013A_001,56350,3064
35061,"Valencia County, New Mexico",B19013B_001,40139,15445
35061,"Valencia County, New Mexico",B19013C_001,48750,18009
35061,"Valencia County, New Mexico",B19013D_001,103561,15258
35061,"Valencia County, New Mexico",B19013E_001,NA,NA
35061,"Valencia County, New Mexico",B19013F_001,48111,10807
35061,"Valencia County, New Mexico",B19013G_001,47946,5894
35061,"Valencia County, New Mexico",B19013H_001,62051,4312
35061,"Valencia County, New Mexico",B19013I_001,49519,3280
36001,"Albany County, New York",B19013_001,73810,2387
36001,"Albany County, New York",B19013A_001,81167,1906
36001,"Albany County, New York",B19013B_001,42050,3304
36001,"Albany County, New York",B19013C_001,NA,NA
36001,"Albany County, New York",B19013D_001,84393,12326
36001,"Albany County, New York",B19013E_001,NA,NA
36001,"Albany County, New York",B19013F_001,41734,7388
36001,"Albany County, New York",B19013G_001,57150,5164
36001,"Albany County, New York",B19013H_001,81843,1949
36001,"Albany County, New York",B19013I_001,53944,12171
36003,"Allegany County, New York",B19013_001,54375,1505
36003,"Allegany County, New York",B19013A_001,54375,1503
36003,"Allegany County, New York",B19013B_001,NA,NA
36003,"Allegany County, New York",B19013C_001,23542,21813
36003,"Allegany County, New York",B19013D_001,84063,11653
36003,"Allegany County, New York",B19013E_001,NA,NA
36003,"Allegany County, New York",B19013F_001,NA,NA
36003,"Allegany County, New York",B19013G_001,47031,20590
36003,"Allegany County, New York",B19013H_001,54315,1491
36003,"Allegany County, New York",B19013I_001,55385,30063
36005,"Bronx County, New York",B19013_001,43726,745
36005,"Bronx County, New York",B19013A_001,52284,1941
36005,"Bronx County, New York",B19013B_001,44064,1193
36005,"Bronx County, New York",B19013C_001,35328,10277
36005,"Bronx County, New York",B19013D_001,64650,5355
36005,"Bronx County, New York",B19013E_001,32997,6103
36005,"Bronx County, New York",B19013F_001,36927,1190
36005,"Bronx County, New York",B19013G_001,47536,2902
36005,"Bronx County, New York",B19013H_001,70622,2615
36005,"Bronx County, New York",B19013I_001,38223,1073
36007,"Broome County, New York",B19013_001,53982,1835
36007,"Broome County, New York",B19013A_001,56517,2199
36007,"Broome County, New York",B19013B_001,32288,3895
36007,"Broome County, New York",B19013C_001,66719,36348
